filename,year,month,day,buurt,change_flag,seq_index,seq_index_old,degree,direction
ATM_square_equirectangular/Twiske_West/lon_4893173456681803_lat_52419906543810136_radius_1_d100_f/20200616TMX7316010203-001746pano_0001_000000_4.89316456754771_52.4199082742709.jpg,2020,6,16,Twiske_West,1,lon_4893173456681803_lat_52419906543810136_radius_1_d100_f,lon_4893173456681803_lat_52419906543810136_radius_1,100,f
ATM_square_equirectangular/Twiske_West/lon_4893173456681803_lat_52419906543810136_radius_1_d100_f/20210623TMX7316010203-002188pano_0001_001134_4.89318507074955_52.4199045742524.jpg,2021,6,23,Twiske_West,0,lon_4893173456681803_lat_52419906543810136_radius_1_d100_f,lon_4893173456681803_lat_52419906543810136_radius_1,100,f
ATM_square_equirectangular/Twiske_West/lon_4893173456681803_lat_52419906543810136_radius_1_d100_f/20220511TMX7316010203-002574pano_0000_001699_4.89317777846664_52.4198997526639.jpg,2022,5,11,Twiske_West,0,lon_4893173456681803_lat_52419906543810136_radius_1_d100_f,lon_4893173456681803_lat_52419906543810136_radius_1,100,f
ATM_square_equirectangular/Haveneiland_Noordwest/lon_50002487163442275_lat_5235739912372517_radius_1_d-50_l/20160606TMX7315120208-000067pano_0024_000350_5.00024798060929_52.3574016828568.jpg,2016,6,6,Haveneiland_Noordwest,0,lon_50002487163442275_lat_5235739912372517_radius_1_d-50_l,lon_50002487163442275_lat_5235739912372517_radius_1,-50,l
ATM_square_equirectangular/Haveneiland_Noordwest/lon_50002487163442275_lat_5235739912372517_radius_1_d-50_l/20191210TMX7316010203-001507pano_0004_000162_5.00025002122828_52.3574018517713.jpg,2019,12,10,Haveneiland_Noordwest,1,lon_50002487163442275_lat_5235739912372517_radius_1_d-50_l,lon_50002487163442275_lat_5235739912372517_radius_1,-50,l
ATM_square_equirectangular/Haveneiland_Noordwest/lon_50002487163442275_lat_5235739912372517_radius_1_d-50_l/20200622TMX7316010203-001754pano_0000_003228_5.00024664226414_52.3573965267937.jpg,2020,6,22,Haveneiland_Noordwest,0,lon_50002487163442275_lat_5235739912372517_radius_1_d-50_l,lon_50002487163442275_lat_5235739912372517_radius_1,-50,l
ATM_square_equirectangular/Haveneiland_Noordwest/lon_50002487163442275_lat_5235739912372517_radius_1_d-50_l/20210601TMX7316010203-002149pano_0001_005360_5.0002502212752_52.3573964334789.jpg,2021,6,1,Haveneiland_Noordwest,0,lon_50002487163442275_lat_5235739912372517_radius_1_d-50_l,lon_50002487163442275_lat_5235739912372517_radius_1,-50,l
ATM_square_equirectangular/Haveneiland_Noordwest/lon_5000414428844582_lat_523573112128096_radius_1_d0_l/20160606TMX7315120208-000067pano_0024_000353_5.00041676163597_52.3573146448433.jpg,2016,6,6,Haveneiland_Noordwest,0,lon_5000414428844582_lat_523573112128096_radius_1_d0_l,lon_5000414428844582_lat_523573112128096_radius_1,0,l
ATM_square_equirectangular/Haveneiland_Noordwest/lon_5000414428844582_lat_523573112128096_radius_1_d0_l/20191210TMX7316010203-001507pano_0004_000165_5.0004117302649_52.3573164507837.jpg,2019,12,10,Haveneiland_Noordwest,1,lon_5000414428844582_lat_523573112128096_radius_1_d0_l,lon_5000414428844582_lat_523573112128096_radius_1,0,l
ATM_square_equirectangular/Haveneiland_Noordwest/lon_5000414428844582_lat_523573112128096_radius_1_d0_l/20200622TMX7316010203-001754pano_0000_003231_5.0004111730027_52.3573085831437.jpg,2020,6,22,Haveneiland_Noordwest,0,lon_5000414428844582_lat_523573112128096_radius_1_d0_l,lon_5000414428844582_lat_523573112128096_radius_1,0,l
ATM_square_equirectangular/Haveneiland_Noordwest/lon_5000414428844582_lat_523573112128096_radius_1_d0_l/20210601TMX7316010203-002149pano_0001_005363_5.00041805047476_52.3573051724677.jpg,2021,6,1,Haveneiland_Noordwest,0,lon_5000414428844582_lat_523573112128096_radius_1_d0_l,lon_5000414428844582_lat_523573112128096_radius_1,0,l
ATM_square_equirectangular/Hiltonbuurt/lon_4869114513083926_lat_5235119134577254_radius_1_d0_f/20180606TMX7316010203-000779pano_0001_000035_4.8691156477037_52.3511926430983.jpg,2018,6,6,Hiltonbuurt,0,lon_4869114513083926_lat_5235119134577254_radius_1_d0_f,lon_4869114513083926_lat_5235119134577254_radius_1,0,f
ATM_square_equirectangular/Hiltonbuurt/lon_4869114513083926_lat_5235119134577254_radius_1_d0_f/20190104TMX7316010203-001036pano_0003_000023_4.86911513127284_52.3511910392583.jpg,2019,1,4,Hiltonbuurt,1,lon_4869114513083926_lat_5235119134577254_radius_1_d0_f,lon_4869114513083926_lat_5235119134577254_radius_1,0,f
ATM_square_equirectangular/Hiltonbuurt/lon_4869114513083926_lat_5235119134577254_radius_1_d0_f/20220110TMX7316010203-002405pano_0000_000012_4.86911276027524_52.351190354961.jpg,2022,1,10,Hiltonbuurt,1,lon_4869114513083926_lat_5235119134577254_radius_1_d0_f,lon_4869114513083926_lat_5235119134577254_radius_1,0,f
ATM_square_equirectangular/Hiltonbuurt/lon_4869114513083926_lat_5235119134577254_radius_1_d0_f/20220321TMX7316010203-002457pano_0000_000971_4.86911330440962_52.3511946063597.jpg,2022,3,21,Hiltonbuurt,0,lon_4869114513083926_lat_5235119134577254_radius_1_d0_f,lon_4869114513083926_lat_5235119134577254_radius_1,0,f
ATM_square_equirectangular/Rieteiland_Oost/lon_500156526275625_lat_5234651169750395_radius_1_d0_l/20171130TMX7316010203-000502pano_0001_000219_5.00156883637843_52.3465098143312.jpg,2017,11,30,Rieteiland_Oost,0,lon_500156526275625_lat_5234651169750395_radius_1_d0_l,lon_500156526275625_lat_5234651169750395_radius_1,0,l
ATM_square_equirectangular/Rieteiland_Oost/lon_500156526275625_lat_5234651169750395_radius_1_d0_l/20181217TMX7316010203-001018pano_0001_000496_5.00157961282969_52.3465132532517.jpg,2018,12,17,Rieteiland_Oost,1,lon_500156526275625_lat_5234651169750395_radius_1_d0_l,lon_500156526275625_lat_5234651169750395_radius_1,0,l
ATM_square_equirectangular/Rieteiland_Oost/lon_500156526275625_lat_5234651169750395_radius_1_d0_l/20210915TMX7316010203-002311pano_0004_000938_5.00155532405581_52.346513360457.jpg,2021,9,15,Rieteiland_Oost,0,lon_500156526275625_lat_5234651169750395_radius_1_d0_l,lon_500156526275625_lat_5234651169750395_radius_1,0,l
ATM_square_equirectangular/Rieteiland_Oost/lon_500156526275625_lat_5234651169750395_radius_1_d0_l/20220117TMX7316010203-002419pano_0012_000106_5.00155727776107_52.3465103619759.jpg,2022,1,17,Rieteiland_Oost,0,lon_500156526275625_lat_5234651169750395_radius_1_d0_l,lon_500156526275625_lat_5234651169750395_radius_1,0,l
ATM_square_equirectangular/Rieteiland_Oost/lon_500156526275625_lat_5234651169750395_radius_1_d0_l/20220513TMX7316010203-002580pano_0001_000929_5.00155952931539_52.3465120990219.jpg,2022,5,13,Rieteiland_Oost,0,lon_500156526275625_lat_5234651169750395_radius_1_d0_l,lon_500156526275625_lat_5234651169750395_radius_1,0,l
ATM_square_equirectangular/IJplein_eo/lon_491848104261232_lat_5238407958534093_radius_1_d0_r/20160816TMX7316060226-000022pano_0008_005173_4.91847661643192_52.3840825154817.jpg,2016,8,16,IJplein_eo,0,lon_491848104261232_lat_5238407958534093_radius_1_d0_r,lon_491848104261232_lat_5238407958534093_radius_1,0,r
ATM_square_equirectangular/IJplein_eo/lon_491848104261232_lat_5238407958534093_radius_1_d0_r/20170515TMX7316010203-000296pano_0000_001160_4.91847753068951_52.384081864648.jpg,2017,5,15,IJplein_eo,0,lon_491848104261232_lat_5238407958534093_radius_1_d0_r,lon_491848104261232_lat_5238407958534093_radius_1,0,r
ATM_square_equirectangular/IJplein_eo/lon_491848104261232_lat_5238407958534093_radius_1_d0_r/20180724TMX7316010203-000866pano_0000_001614_4.91847855982714_52.3840786412248.jpg,2018,7,24,IJplein_eo,0,lon_491848104261232_lat_5238407958534093_radius_1_d0_r,lon_491848104261232_lat_5238407958534093_radius_1,0,r
ATM_square_equirectangular/IJplein_eo/lon_491848104261232_lat_5238407958534093_radius_1_d0_r/20200529TMX7316010203-001729pano_0000_001277_4.91849146350071_52.3840753200092.jpg,2020,5,29,IJplein_eo,1,lon_491848104261232_lat_5238407958534093_radius_1_d0_r,lon_491848104261232_lat_5238407958534093_radius_1,0,r
ATM_square_equirectangular/G-buurt_Oost/lon_4979920204607517_lat_5232393535457697_radius_1_d0_f/20160616TMX7315120208-000088pano_0000_001906_4.97992747648294_52.3239383970026.jpg,2016,6,16,G-buurt_Oost,0,lon_4979920204607517_lat_5232393535457697_radius_1_d0_f,lon_4979920204607517_lat_5232393535457697_radius_1,0,f
ATM_square_equirectangular/G-buurt_Oost/lon_4979920204607517_lat_5232393535457697_radius_1_d0_f/20200131TMX7316010203-001614pano_0003_000106_4.97991576361561_52.3239381370673.jpg,2020,1,31,G-buurt_Oost,1,lon_4979920204607517_lat_5232393535457697_radius_1_d0_f,lon_4979920204607517_lat_5232393535457697_radius_1,0,f
ATM_square_equirectangular/G-buurt_Oost/lon_4979920204607517_lat_5232393535457697_radius_1_d0_f/20220118TMX7316010203-002424pano_0006_000049_4.979917373724_52.323929529661.jpg,2022,1,18,G-buurt_Oost,0,lon_4979920204607517_lat_5232393535457697_radius_1_d0_f,lon_4979920204607517_lat_5232393535457697_radius_1,0,f
ATM_square_equirectangular/G-buurt_Oost/lon_4979920204607517_lat_5232393535457697_radius_1_d0_f/20221007TMX7316010203-002823pano_0005_000171_4.97991583588515_52.3239388132952.jpg,2022,10,7,G-buurt_Oost,0,lon_4979920204607517_lat_5232393535457697_radius_1_d0_f,lon_4979920204607517_lat_5232393535457697_radius_1,0,f
ATM_square_equirectangular/G-buurt_Oost/lon_4979920204607517_lat_5232393535457697_radius_1_d100_r/20160616TMX7315120208-000088pano_0000_001906_4.97992747648294_52.3239383970026.jpg,2016,6,16,G-buurt_Oost,0,lon_4979920204607517_lat_5232393535457697_radius_1_d100_r,lon_4979920204607517_lat_5232393535457697_radius_1,100,r
ATM_square_equirectangular/G-buurt_Oost/lon_4979920204607517_lat_5232393535457697_radius_1_d100_r/20200131TMX7316010203-001614pano_0003_000106_4.97991576361561_52.3239381370673.jpg,2020,1,31,G-buurt_Oost,1,lon_4979920204607517_lat_5232393535457697_radius_1_d100_r,lon_4979920204607517_lat_5232393535457697_radius_1,100,r
ATM_square_equirectangular/G-buurt_Oost/lon_4979920204607517_lat_5232393535457697_radius_1_d100_r/20220118TMX7316010203-002424pano_0006_000049_4.979917373724_52.323929529661.jpg,2022,1,18,G-buurt_Oost,0,lon_4979920204607517_lat_5232393535457697_radius_1_d100_r,lon_4979920204607517_lat_5232393535457697_radius_1,100,r
ATM_square_equirectangular/G-buurt_Oost/lon_4979920204607517_lat_5232393535457697_radius_1_d100_r/20221007TMX7316010203-002823pano_0005_000171_4.97991583588515_52.3239388132952.jpg,2022,10,7,G-buurt_Oost,0,lon_4979920204607517_lat_5232393535457697_radius_1_d100_r,lon_4979920204607517_lat_5232393535457697_radius_1,100,r
ATM_square_equirectangular/Rieteiland_Oost/lon_50035571835394625_lat_52345867863191316_radius_1_d100_r/20171130TMX7316010203-000502pano_0001_000321_5.00356140255721_52.3458668195792.jpg,2017,11,30,Rieteiland_Oost,0,lon_50035571835394625_lat_52345867863191316_radius_1_d100_r,lon_50035571835394625_lat_52345867863191316_radius_1,100,r
ATM_square_equirectangular/Rieteiland_Oost/lon_50035571835394625_lat_52345867863191316_radius_1_d100_r/20171130TMX7316010203-000502pano_0001_000344_5.00355334101593_52.3458659141365.jpg,2017,11,30,Rieteiland_Oost,0,lon_50035571835394625_lat_52345867863191316_radius_1_d100_r,lon_50035571835394625_lat_52345867863191316_radius_1,100,r
ATM_square_equirectangular/Rieteiland_Oost/lon_50035571835394625_lat_52345867863191316_radius_1_d100_r/20180517TMX7316010203-000741pano_0000_003802_5.00356410666038_52.3458737912652.jpg,2018,5,17,Rieteiland_Oost,0,lon_50035571835394625_lat_52345867863191316_radius_1_d100_r,lon_50035571835394625_lat_52345867863191316_radius_1,100,r
ATM_square_equirectangular/Rieteiland_Oost/lon_50035571835394625_lat_52345867863191316_radius_1_d100_r/20181217TMX7316010203-001018pano_0001_000737_5.00354252435461_52.3458685543869.jpg,2018,12,17,Rieteiland_Oost,1,lon_50035571835394625_lat_52345867863191316_radius_1_d100_r,lon_50035571835394625_lat_52345867863191316_radius_1,100,r
ATM_square_equirectangular/Rieteiland_Oost/lon_500150675340647_lat_5234645548257289_radius_1_d0_r/20160606TMX7315120208-000068pano_0005_000934_5.00150089617277_52.3464607199622.jpg,2016,6,6,Rieteiland_Oost,0,lon_500150675340647_lat_5234645548257289_radius_1_d0_r,lon_500150675340647_lat_5234645548257289_radius_1,0,r
ATM_square_equirectangular/Rieteiland_Oost/lon_500150675340647_lat_5234645548257289_radius_1_d0_r/20171130TMX7316010203-000502pano_0001_000253_5.00150749683062_52.3464573314476.jpg,2017,11,30,Rieteiland_Oost,1,lon_500150675340647_lat_5234645548257289_radius_1_d0_r,lon_500150675340647_lat_5234645548257289_radius_1,0,r
ATM_square_equirectangular/Rieteiland_Oost/lon_500150675340647_lat_5234645548257289_radius_1_d0_r/20181217TMX7316010203-001018pano_0001_000521_5.00150058839854_52.346455559048.jpg,2018,12,17,Rieteiland_Oost,0,lon_500150675340647_lat_5234645548257289_radius_1_d0_r,lon_500150675340647_lat_5234645548257289_radius_1,0,r
ATM_square_equirectangular/Rieteiland_Oost/lon_500150675340647_lat_5234645548257289_radius_1_d0_r/20190517TMX7316010203-001192pano_0001_000227_5.00150999799806_52.346446790871.jpg,2019,5,17,Rieteiland_Oost,0,lon_500150675340647_lat_5234645548257289_radius_1_d0_r,lon_500150675340647_lat_5234645548257289_radius_1,0,r
ATM_square_equirectangular/Rieteiland_Oost/lon_500150675340647_lat_5234645548257289_radius_1_d0_r/20200203TMX7316010203-001617pano_0008_000045_5.00151216682991_52.3464477861078.jpg,2020,2,3,Rieteiland_Oost,0,lon_500150675340647_lat_5234645548257289_radius_1_d0_r,lon_500150675340647_lat_5234645548257289_radius_1,0,r
ATM_square_equirectangular/Rieteiland_Oost/lon_500150675340647_lat_5234645548257289_radius_1_d0_r/20200622TMX7316010203-001754pano_0000_006410_5.0015133447947_52.346456154234.jpg,2020,6,22,Rieteiland_Oost,0,lon_500150675340647_lat_5234645548257289_radius_1_d0_r,lon_500150675340647_lat_5234645548257289_radius_1,0,r
ATM_square_equirectangular/Rieteiland_Oost/lon_500150675340647_lat_5234645548257289_radius_1_d0_r/20220117TMX7316010203-002419pano_0012_000124_5.00150278282069_52.3464640363397.jpg,2022,1,17,Rieteiland_Oost,0,lon_500150675340647_lat_5234645548257289_radius_1_d0_r,lon_500150675340647_lat_5234645548257289_radius_1,0,r
ATM_square_equirectangular/Rieteiland_Oost/lon_500150675340647_lat_5234645548257289_radius_1_d-200_f/20160606TMX7315120208-000068pano_0005_000934_5.00150089617277_52.3464607199622.jpg,2016,6,6,Rieteiland_Oost,0,lon_500150675340647_lat_5234645548257289_radius_1_d-200_f,lon_500150675340647_lat_5234645548257289_radius_1,-200,f
ATM_square_equirectangular/Rieteiland_Oost/lon_500150675340647_lat_5234645548257289_radius_1_d-200_f/20171130TMX7316010203-000502pano_0001_000253_5.00150749683062_52.3464573314476.jpg,2017,11,30,Rieteiland_Oost,1,lon_500150675340647_lat_5234645548257289_radius_1_d-200_f,lon_500150675340647_lat_5234645548257289_radius_1,-200,f
ATM_square_equirectangular/Rieteiland_Oost/lon_500150675340647_lat_5234645548257289_radius_1_d-200_f/20181217TMX7316010203-001018pano_0001_000521_5.00150058839854_52.346455559048.jpg,2018,12,17,Rieteiland_Oost,0,lon_500150675340647_lat_5234645548257289_radius_1_d-200_f,lon_500150675340647_lat_5234645548257289_radius_1,-200,f
ATM_square_equirectangular/Rieteiland_Oost/lon_500150675340647_lat_5234645548257289_radius_1_d-200_f/20190517TMX7316010203-001192pano_0001_000227_5.00150999799806_52.346446790871.jpg,2019,5,17,Rieteiland_Oost,0,lon_500150675340647_lat_5234645548257289_radius_1_d-200_f,lon_500150675340647_lat_5234645548257289_radius_1,-200,f
ATM_square_equirectangular/Rieteiland_Oost/lon_500150675340647_lat_5234645548257289_radius_1_d-200_f/20200203TMX7316010203-001617pano_0008_000045_5.00151216682991_52.3464477861078.jpg,2020,2,3,Rieteiland_Oost,0,lon_500150675340647_lat_5234645548257289_radius_1_d-200_f,lon_500150675340647_lat_5234645548257289_radius_1,-200,f
ATM_square_equirectangular/Rieteiland_Oost/lon_500150675340647_lat_5234645548257289_radius_1_d-200_f/20200622TMX7316010203-001754pano_0000_006410_5.0015133447947_52.346456154234.jpg,2020,6,22,Rieteiland_Oost,0,lon_500150675340647_lat_5234645548257289_radius_1_d-200_f,lon_500150675340647_lat_5234645548257289_radius_1,-200,f
ATM_square_equirectangular/Rieteiland_Oost/lon_500150675340647_lat_5234645548257289_radius_1_d-200_f/20220117TMX7316010203-002419pano_0012_000124_5.00150278282069_52.3464640363397.jpg,2022,1,17,Rieteiland_Oost,0,lon_500150675340647_lat_5234645548257289_radius_1_d-200_f,lon_500150675340647_lat_5234645548257289_radius_1,-200,f
ATM_square_equirectangular/Uilenburg/lon_4908223339436097_lat_523701330159433_radius_1_d100_f/20161124TMX7316010203-000190pano_0000_001522_4.90822172474487_52.3701328189134.jpg,2016,11,24,Uilenburg,0,lon_4908223339436097_lat_523701330159433_radius_1_d100_f,lon_4908223339436097_lat_523701330159433_radius_1,100,f
ATM_square_equirectangular/Uilenburg/lon_4908223339436097_lat_523701330159433_radius_1_d100_f/20180507TMX7316010203-000709pano_0000_003816_4.9082222387539_52.3701395427441.jpg,2018,5,7,Uilenburg,1,lon_4908223339436097_lat_523701330159433_radius_1_d100_f,lon_4908223339436097_lat_523701330159433_radius_1,100,f
ATM_square_equirectangular/Uilenburg/lon_4908223339436097_lat_523701330159433_radius_1_d100_f/20210308TMX7316010203-002031pano_0002_000054_4.90822605480952_52.3701266861724.jpg,2021,3,8,Uilenburg,0,lon_4908223339436097_lat_523701330159433_radius_1_d100_f,lon_4908223339436097_lat_523701330159433_radius_1,100,f
ATM_square_equirectangular/Rieteiland_Oost/lon_5001089991267414_lat_52346826914132066_radius_1_d100_b/20160606TMX7315120208-000068pano_0005_000921_5.00108901057935_52.3468210572468.jpg,2016,6,6,Rieteiland_Oost,0,lon_5001089991267414_lat_52346826914132066_radius_1_d100_b,lon_5001089991267414_lat_52346826914132066_radius_1,100,b
ATM_square_equirectangular/Rieteiland_Oost/lon_5001089991267414_lat_52346826914132066_radius_1_d100_b/20170403TMX7316010203-000241pano_0000_001818_5.00108621258133_52.3468320737861.jpg,2017,4,3,Rieteiland_Oost,0,lon_5001089991267414_lat_52346826914132066_radius_1_d100_b,lon_5001089991267414_lat_52346826914132066_radius_1,100,b
ATM_square_equirectangular/Rieteiland_Oost/lon_5001089991267414_lat_52346826914132066_radius_1_d100_b/20171130TMX7316010203-000502pano_0001_000195_5.00109173561041_52.3468264179588.jpg,2017,11,30,Rieteiland_Oost,1,lon_5001089991267414_lat_52346826914132066_radius_1_d100_b,lon_5001089991267414_lat_52346826914132066_radius_1,100,b
ATM_square_equirectangular/Rieteiland_Oost/lon_5001089991267414_lat_52346826914132066_radius_1_d100_b/20171130TMX7316010203-000502pano_0001_000197_5.00109027284466_52.3468275820188.jpg,2017,11,30,Rieteiland_Oost,0,lon_5001089991267414_lat_52346826914132066_radius_1_d100_b,lon_5001089991267414_lat_52346826914132066_radius_1,100,b
ATM_square_equirectangular/Rieteiland_Oost/lon_5001089991267414_lat_52346826914132066_radius_1_d100_b/20200622TMX7316010203-001754pano_0000_006377_5.00109272472132_52.3468274396498.jpg,2020,6,22,Rieteiland_Oost,1,lon_5001089991267414_lat_52346826914132066_radius_1_d100_b,lon_5001089991267414_lat_52346826914132066_radius_1,100,b
ATM_square_equirectangular/Rieteiland_Oost/lon_5001089991267414_lat_52346826914132066_radius_1_d100_b/20220513TMX7316010203-002580pano_0001_000899_5.00109709265905_52.3468237017342.jpg,2022,5,13,Rieteiland_Oost,0,lon_5001089991267414_lat_52346826914132066_radius_1_d100_b,lon_5001089991267414_lat_52346826914132066_radius_1,100,b
ATM_square_equirectangular/Driehoekbuurt/lon_4885856065393736_lat_52381437610237896_radius_1_d0_f/20160815TMX7316060226-000020pano_0007_000505_4.88584606358301_52.3814399380681.jpg,2016,8,15,Driehoekbuurt,0,lon_4885856065393736_lat_52381437610237896_radius_1_d0_f,lon_4885856065393736_lat_52381437610237896_radius_1,0,f
ATM_square_equirectangular/Driehoekbuurt/lon_4885856065393736_lat_52381437610237896_radius_1_d0_f/20161122TMX7316010203-000188pano_0000_001827_4.88584896110088_52.3814299678987.jpg,2016,11,22,Driehoekbuurt,0,lon_4885856065393736_lat_52381437610237896_radius_1_d0_f,lon_4885856065393736_lat_52381437610237896_radius_1,0,f
ATM_square_equirectangular/Driehoekbuurt/lon_4885856065393736_lat_52381437610237896_radius_1_d0_f/20180502TMX7316010203-000703pano_0000_004449_4.88586381718886_52.381435894688.jpg,2018,5,2,Driehoekbuurt,0,lon_4885856065393736_lat_52381437610237896_radius_1_d0_f,lon_4885856065393736_lat_52381437610237896_radius_1,0,f
ATM_square_equirectangular/Driehoekbuurt/lon_4885856065393736_lat_52381437610237896_radius_1_d0_f/20210311TMX7316010203-002037pano_0000_001404_4.88585831540934_52.3814369979576.jpg,2021,3,11,Driehoekbuurt,1,lon_4885856065393736_lat_52381437610237896_radius_1_d0_f,lon_4885856065393736_lat_52381437610237896_radius_1,0,f
ATM_square_equirectangular/Driehoekbuurt/lon_4885856065393736_lat_52381437610237896_radius_1_d0_f/20220429TMX7316010203-002549pano_0000_002243_4.88586064445454_52.3814301443642.jpg,2022,4,29,Driehoekbuurt,0,lon_4885856065393736_lat_52381437610237896_radius_1_d0_f,lon_4885856065393736_lat_52381437610237896_radius_1,0,f
ATM_square_equirectangular/Houthavens_West/lon_4880072398813625_lat_52394495112360325_radius_1_d0_f/20200129TMX7316010203-001596pano_0001_000224_4.88007569926603_52.3944931624055.jpg,2020,1,29,Houthavens_West,0,lon_4880072398813625_lat_52394495112360325_radius_1_d0_f,lon_4880072398813625_lat_52394495112360325_radius_1,0,f
ATM_square_equirectangular/Houthavens_West/lon_4880072398813625_lat_52394495112360325_radius_1_d0_f/20200515TMX7316010203-001716pano_0000_001332_4.88007218248162_52.3944942729955.jpg,2020,5,15,Houthavens_West,0,lon_4880072398813625_lat_52394495112360325_radius_1_d0_f,lon_4880072398813625_lat_52394495112360325_radius_1,0,f
ATM_square_equirectangular/Houthavens_West/lon_4880072398813625_lat_52394495112360325_radius_1_d0_f/20210324TMX7316010203-002057pano_0000_000481_4.88007427646146_52.3944969099866.jpg,2021,3,24,Houthavens_West,1,lon_4880072398813625_lat_52394495112360325_radius_1_d0_f,lon_4880072398813625_lat_52394495112360325_radius_1,0,f
ATM_square_equirectangular/Houthavens_West/lon_4880072398813625_lat_52394495112360325_radius_1_d0_f/20211230TMX7316010203-002366pano_0004_000494_4.88006743704539_52.3944961040537.jpg,2021,12,30,Houthavens_West,0,lon_4880072398813625_lat_52394495112360325_radius_1_d0_f,lon_4880072398813625_lat_52394495112360325_radius_1,0,f
ATM_square_equirectangular/Houthavens_West/lon_4880072398813625_lat_52394495112360325_radius_1_d0_f/20220622TMX7316010203-002621pano_0006_000011_4.88007501877443_52.3944914993381.jpg,2022,6,22,Houthavens_West,0,lon_4880072398813625_lat_52394495112360325_radius_1_d0_f,lon_4880072398813625_lat_52394495112360325_radius_1,0,f
ATM_square_equirectangular/Steigereiland_Noord/lon_4987307606594676_lat_5236246426238944_radius_1_d-300_f/20171130TMX7316010203-000503pano_0000_002064_4.98731491254031_52.3624662362297.jpg,2017,11,30,Steigereiland_Noord,0,lon_4987307606594676_lat_5236246426238944_radius_1_d-300_f,lon_4987307606594676_lat_5236246426238944_radius_1,-300,f
